student id,Gender,Aptitude Test,GRE Score,University Ranking,GPA Range,Out of State Flag,Housing,Non-Traditional Student,Campus Name,Program,Session,Race,Country,Financial Aid,Transfer Student,Full-Time
195-79-8168,Female,GRE,317.0,Pass,3.25-3.49,Yes,Off-Campus,No,Wright State University,MSASA,SP22,Voltaiques,Cote D'Ivoire,Yes,No,No
452-95-3922,Male,GRE,334.0,Top Half,2.50-2.99,No,College Owned/Operated,Yes,Oakland Community CollegeAuburn Hills Campus,ENVM,SP22,Asian,India,Yes,No,No
409-82-5927,Female,GRE,299.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,Brookdale Community CollegeBrookdale Community College,IELP/UG,FA21,Arabs,Jordan,Yes,No,Yes
471-57-9144,Male,GRE,290.0,Pass,1.0-1.99,Yes,Off-Campus,No,Bluedata International Institute,IELP/EDUC,FA21,Kinh,Vietnam,No,No,Yes
473-49-4331,Female,GRE,314.0,Pass,3.00-3.24,Yes,Off-Campus,No,New York Institute of TechnologyNYIT - Manhattan Campus,UNDG,SP22,Asian,Pakistan,Yes,No,Yes
805-94-7432,Male,GRE,321.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,University of South CarolinaUniversity of South Carolina-Columbia,IELP/EDUC,SM22,Arabs,Morocco,Yes,No,No
113-37-9706,Male,GRE,328.0,Top Half,3.00-3.24,No,College Owned/Operated,No,University of Fairfax,IELP/HINF,FA22,African,Congo,Yes,No,No
246-29-9346,Male,GRE,311.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,Western Illinois UniversityWestern Illinois University,IELP/HINF,FA22,Chhetri ,Nepal,Yes,No,Yes
133-78-5280,Female,GRE,321.0,Pass,3.00-3.24,Yes,Off-Campus,No,Long Island UniversityLIU Brooklyn,IELP/EDUC,FA21,Indo-Aryan,Bangladesh,No,Yes,No
526-23-3970,Female,GRE,293.0,Top Half,3.00-3.24,No,College Owned/Operated,No,PC Tech USA & You-Ri INC/ New York English Academy,IELP/EDUC,FA22,Asian,Pakistan,Yes,No,Yes
461-94-5851,Male,GRE,335.0,Top 10,2.50-2.99,No,College Owned/Operated,No,Brookdale Community CollegeBrookdale Community College,MSHI,SM22,Kazakhs,Kazakhstan,Yes,No,No
808-05-0887,Male,GRE,328.0,Top Half,2.50-2.99,No,College Owned/Operated,No,ASA College - Manhattan Extension Center,UG,FA22,Chhetri ,Nepal,Yes,No,Yes
871-80-2990,Female,GRE,318.0,Top Half,3.75+,Yes,College Owned/Operated,No,University of CincinnatiUniversity of Cincinnati,IELP/EDUC,FA22,Arabs,Morocco,Yes,No,Yes
135-30-7289,Female,GRE,307.0,Top Half,2.50-2.99,No,Off-Campus,No,INTERNATIONAL AMERICAN UNIVERSITYLos Angeles Main Campus,IELP/UNDG,FA21,Akan ,Ghana,Yes,No,Yes
352-37-6987,Female,GRE,296.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,International Language Academy of Washington D.C.International Language Academy,IELP/MSESHM,FA21,Kinh,Vietnam,Yes,No,Yes
458-88-1226,Female,GRE,321.0,Pass,3.25-3.49,Yes,Off-Campus,No,St. Cloud State UniversitySt. Cloud State University,TESOL,FA22,Arabs,Morocco,No,Yes,No
510-10-6684,Male,GRE,322.0,Pass,2.0-2.49,Yes,Off-Campus,No,"Saint Leo University, Inc.",IELP/EDUC,SP22,Asian,China,No,Yes,No
322-09-4624,Male,GRE,295.0,Bottom Half,3.00-3.24,Yes,Off-Campus,No,The University of Texas at ArlingtonThe University of Texas at Arlington,MBA,SM22,White British,United Kingdom,Yes,No,Yes
580-72-5185,Female,GRE,294.0,Pass,3.00-3.24,Yes,Off-Campus,No,NEW YORK INSTITUTE OF ENGLISH AND BUSINESSNEW YORK INST. OF ENGLISH AND BUSINESS,HINF,SP22,Arabs,Jordan,Yes,No,Yes
464-28-0547,Male,GRE,304.0,Pass,2.0-2.49,No,College Owned/Operated,No,Language Systems International,EDUC,FA22,White Irish,Ireland,Yes,Yes,Yes
298-60-1708,Male,GRE,312.0,Bottom Quarter,3.25-3.49,Yes,College Owned/Operated,Yes,SDSU Global CampusSan Diego State University,IELP/HINF,FA22,African,Congo,Yes,No,Yes
948-48-3411,Female,GRE,322.0,Top 10,3.75+,No,College Owned/Operated,No,Western Illinois UniversityWestern Illinois University,IELP/ENVM,SP22,Voltaiques,Cote D'Ivoire,Yes,No,Yes
350-66-8192,Male,GRE,323.0,Top Half,3.00-3.24,No,College Owned/Operated,No,University of the Potomac,MSHI,SM22,African,Congo,Yes,No,Yes
198-10-8357,Female,GRE,291.0,Bottom Half,3.75+,No,College Owned/Operated,No,Rockford UniversityRockford University,MBA,FA21,Arabs,Jordan,Yes,No,Yes
048-03-1233,Female,GRE,325.0,Pass,3.75+,No,College Owned/Operated,No,"University of Maryland, Baltimore CountyUniversity of Maryland, Baltimore County",IELP/MSESHM,SP22,Indo-Aryan,Bangladesh,Yes,Yes,Yes
948-46-0536,Male,GRE,308.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Alliant International University,IELP/MSASA,SM22,Asian,Pakistan,Yes,No,Yes
959-74-7677,Female,GRE,298.0,Pass,3.25-3.49,Yes,Off-Campus,No,Campbellsville UniversityCampbellsville University - Louisville,IELP/MSASA,SM22,Arabs,Saudi Arabia,No,No,Yes
069-85-0972,Male,GRE,327.0,Bottom Half,3.00-3.24,No,Off-Campus,Yes,Grand Valley State UniversityAllendale Campus,MSESHM,SP22,Chhetri ,Nepal,Yes,No,No
533-86-0337,Male,GRE,321.0,Pass,1.0-1.99,Yes,Off-Campus,No,Governors State University,MSESHM,FA22,Asian,India,No,No,Yes
460-55-6506,Female,GRE,303.0,Bottom Quarter,2.50-2.99,No,College Owned/Operated,No,Houston Community College SystemSystem Administration Office,IELP ,FA22,Chhetri ,Nepal,Yes,No,Yes
310-10-5209,Male,GRE,299.0,Pass,3.25-3.49,Yes,Off-Campus,No,ASA College - Manhattan Extension Center,MAE,FA22,Voltaiques,Cote D'Ivoire,No,No,Yes
746-56-9812,Male,GRE,290.0,Pass,3.25-3.49,Yes,Off-Campus,No,Owens State Community CollegeOwens Community  College at Findlay,MSASA,FA21,Asian,Pakistan,No,No,Yes
843-00-2107,Male,GRE,334.0,Pass,3.25-3.49,Yes,Off-Campus,No,Underwood UniversityUnderwood University,IELP/TESOL,FA21,Asian,India,No,Yes,No
300-99-5831,Female,GRE,294.0,Pass,3.00-3.24,Yes,Off-Campus,No,Mohawk Valley Community CollegeUtica Campus,MSHI,SP22,Kazakhs,Kazakhstan,Yes,No,Yes
734-24-3129,Female,GRE,316.0,Pass,3.25-3.49,Yes,Off-Campus,No,Underwood UniversityUnderwood University,MHSI,SP22,Kazakhs,Kazakhstan,No,No,Yes
986-06-3519,Male,GRE,300.0,Top Half,3.75+,No,College Owned/Operated,No,Governors State University,TESOL,FA21,Voltaiques,Cote D'Ivoire,Yes,No,Yes
492-54-1668,Male,GRE,333.0,Pass,1.0-1.99,Yes,Off-Campus,No,Computer Systems InstituteSkokie Campus,IELP/TESOL,FA21,Filipino,Philippines,No,No,Yes
094-75-4164,Male,GRE,323.0,Top Quarter,3.25-3.49,No,College Owned/Operated,No,American English CollegeAmerican English College,IELP/MSASA,SM22,Asian,China,Yes,No,No
395-90-8757,Female,GRE,333.0,Pass,3.25-3.49,Yes,Off-Campus,No,Taylor Business InstituteTaylor Business Institute,IELP/EDUC,FA22,Akan ,Ghana,No,No,Yes
984-68-1672,Male,GRE,333.0,Bottom Half,1.0-1.99,No,College Owned/Operated,No,University of the Cumberlands,IELP/UNDG,FA22,White Irish,Ireland,No,Yes,Yes
106-09-2968,Female,GRE,327.0,Bottom Half,3.75+,No,College Owned/Operated,No,Gulf Language SchoolNorth American University,MBA,SM22,Kazakhs,Kazakhstan,Yes,No,Yes
979-42-6070,Female,GRE,315.0,Top Half,3.50-3.74,No,College Owned/Operated,No,Southern Arkansas UniversitySouthern Arkansas University,IELP/MSASA,FA22,Indo-Aryan,Bangladesh,Yes,No,Yes
353-77-1820,Female,GRE,300.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Park UniversityPark University,IELP/ENVM,SM22,African,Congo,Yes,No,Yes
469-47-6324,Male,GRE,291.0,Top Quarter,2.50-2.99,No,College Owned/Operated,No,Computer Systems InstituteSkokie Campus,IELP/EDUC,FA21,Indo-Aryan,Bangladesh,Yes,No,No
007-53-1496,Male,GRE,313.0,Top Quarter,3.75+,No,College Owned/Operated,No,Webster UniversityWebster University,IELP/ENVM,FA22,Indo-Aryan,Bangladesh,Yes,No,Yes
097-00-9483,Male,GRE,326.0,Top 10,3.50-3.74,No,College Owned/Operated,No,University of Mary Hardin-BaylorUniversity of Mary Hardin-Baylor,ENVM,FA22,Asian,China,Yes,No,Yes
895-42-8209,Female,GRE,291.0,Pass,3.25-3.49,Yes,Off-Campus,No,Oakland Community CollegeAuburn Hills Campus,IELP/HINF,FA21,Persians,Iran,Yes,No,Yes
684-75-4280,Female,GRE,322.0,Top Half,3.00-3.24,No,College Owned/Operated,No,New England CollegeNew England College - Henniker Campus,EDUC,SM22,Persians,Iran,Yes,No,Yes
585-04-4195,Male,GRE,319.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Rockford UniversityRockford University,IELP/MSASA,SM22,Kinh,Vietnam,Yes,No,Yes
154-74-3194,Female,GRE,332.0,Pass,3.00-3.24,Yes,Off-Campus,No,Roosevelt UniversityChicago,MBA,FA22,Asian,China,No,Yes,No
103-89-4216,Female,GRE,331.0,Bottom Half,3.50-3.74,Yes,Off-Campus,No,Campus EducationCampus Education/Manhattan,IELP,SP22,Voltaiques,Cote D'Ivoire,Yes,No,Yes
026-21-5710,Female,GRE,297.0,Pass,3.00-3.24,Yes,Off-Campus,No,Seminole State College of FloridaHeathrow Center,IELP/MBA,SM22,Voltaiques,Cote D'Ivoire,No,No,Yes
081-93-2893,Male,GRE,322.0,Bottom Half,3.50-3.74,No,College Owned/Operated,No,Governors State University,IELP/UG,SM22,Arabs,Jordan,Yes,No,Yes
863-80-9879,Female,GRE,316.0,Pass,3.00-3.24,Yes,Off-Campus,No,Christian Brothers UniversityChristian Brothers University,TESOL,SP22,White British,United Kingdom,No,No,Yes
112-45-4869,Female,GRE,299.0,Pass,1.0-1.99,Yes,Off-Campus,No,Houston Community College SystemSystem Administration Office,IELP/TESOL,SM22,Asian,China,Yes,No,No
726-98-9669,Female,GRE,326.0,Top Quarter,3.00-3.24,No,College Owned/Operated,No,University of North AmericaUoNA Main Campus,UNDG,FA22,African,Congo,Yes,No,Yes
292-05-0184,Female,GRE,323.0,Pass,2.50-2.99,No,College Owned/Operated,No,Wilmington UniversityWilson Graduate Center,IELP,SP22,Arabs,Morocco,No,Yes,Yes
188-56-4809,Male,GRE,294.0,Pass,2.50-2.99,No,College Owned/Operated,No,PC Tech USA & You-Ri INC/ New York English Academy,MSESHM,SP22,Kazakhs,Kazakhstan,No,Yes,Yes
878-16-9173,Male,GRE,299.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Harrisburg University of Science & TechnologyHarrisburg University of Science & Tech,IELP/MBA,SP22,Akan ,Ghana,Yes,No,Yes
771-76-8966,Male,GRE,298.0,Top Quarter,3.25-3.49,No,College Owned/Operated,No,Harrisburg University of Science & Technology,TESOL,SP22,Kazakhs,Kazakhstan,Yes,No,No
301-12-6697,Female,GRE,331.0,Bottom Half,3.75+,No,College Owned/Operated,No,Savannah State UniversitySavannah State University,IELP,SM22,White British,United Kingdom,Yes,No,Yes
503-97-0986,Male,GRE,315.0,Pass,2.50-2.99,Yes,Off-Campus,No,Long Island UniversityLIU Brooklyn,HINF,FA21,Kinh,Vietnam,No,Yes,No
050-29-0467,Female,GRE,317.0,Pass,3.25-3.49,Yes,Off-Campus,No,Wilmington UniversityWilson Graduate Center,MHSI,FA22,Arabs,Jordan,Yes,No,Yes
863-72-2198,Not Disclosed,GRE,311.0,Top Quarter,2.50-2.99,No,College Owned/Operated,No,The University of ToledoThe University of Toledo - Main Campus,MAE,SM22,Kazakhs,Kazakhstan,Yes,No,Yes
528-42-0283,Female,GRE,297.0,Top Half,2.50-2.99,No,College Owned/Operated,No,PC TECH USA & YOU-RI INC d/b/a New York English AcademyNew York English Academy,IELP/MSASA,FA21,Asian,China,Yes,No,Yes
567-50-9635,Female,GRE,332.0,Pass,1.0-1.99,Yes,Off-Campus,No,University of the PacificSan Francisco,IELP,FA22,Asian,India,No,Yes,No
532-98-9507,Female,GRE,293.0,Top Quarter,3.00-3.24,No,College Owned/Operated,No,PC Tech USA & You-Ri INC/ New York English Academy,MAE,SP22,Asian,Pakistan,No,Yes,Yes
671-52-1470,Female,GRE,331.0,Pass,3.25-3.49,Yes,Off-Campus,No,Texas A&M University-CommerceTexas A&M University-Commerce,IELP/TESOL,FA21,Arabs,Morocco,No,No,Yes
275-10-8970,Female,GRE,293.0,Pass,2.0-2.49,Yes,Off-Campus,No,Lindsey Wilson CollegeLindsey Wilson College,ENVM,FA21,Persians,Iran,No,No,Yes
025-34-2844,Female,GRE,329.0,Top Half,3.25-3.49,No,College Owned/Operated,No,Texas A&M University-CommerceTexas A&M University-Commerce,IELP/EDUC,FA21,Indo-Aryan,Bangladesh,Yes,No,Yes
003-26-0619,Male,GRE,299.0,Top Quarter,3.25-3.49,No,College Owned/Operated,No,Southern Arkansas UniversitySouthern Arkansas University,IELP/MBA,SP22,African,Congo,Yes,No,Yes
978-63-5890,Female,GRE,292.0,Top Half,2.50-2.99,No,Off-Campus,No,California Preparatory CollegeCalifornia Preparatory College,IELP/EDUC,SM22,Kazakhs,Kazakhstan,Yes,No,Yes
546-59-8379,Female,GRE,294.0,Top Quarter,3.50-3.74,No,College Owned/Operated,No,Rockford UniversityRockford University,MAE,SM22,Filipino,Philippines,Yes,No,No
505-63-4606,Male,GRE,317.0,Top Half,3.00-3.24,Yes,College Owned/Operated,No,Rockford UniversityRockford University,IELP/UNDG,FA21,African,Congo,Yes,No,Yes
398-04-4949,Male,GRE,314.0,Pass,3.25-3.49,Yes,Off-Campus,No,Campbellsville UniversityCampbellsville University - Louisville,UNDG,FA21,Asian,Pakistan,Yes,No,Yes
131-90-2325,Male,GRE,292.0,Top Half,3.50-3.74,Yes,College Owned/Operated,No,Bluedata International InstituteBluedata International Institute,ENVM,FA21,Arabs,Morocco,Yes,No,No
797-21-1688,Male,GRE,292.0,Pass,3.25-3.49,Yes,Off-Campus,No,Discovery School LLC dba Discovery Learning CenterDiscovery Learning Center,EDUC,FA22,Akan ,Ghana,No,No,Yes
124-15-8181,Female,GRE,299.0,Bottom Half,2.0-2.49,No,College Owned/Operated,No,Gulf Language School / North American University,MBA,FA21,Arabs,Morocco,No,Yes,Yes
488-22-1331,Female,GRE,311.0,Pass,2.0-2.49,Yes,Off-Campus,No,The University of ToledoThe University of Toledo - Main Campus,IELP/MBA,FA22,White Irish,Ireland,No,No,Yes
284-07-2677,Male,GRE,307.0,Bottom Half,3.00-3.24,Yes,Off-Campus,No,Savannah State UniversitySavannah State University,IELP/TESOL,SP22,Arabs,Jordan,Yes,No,Yes
822-59-3638,Male,GRE,312.0,Pass,1.0-1.99,Yes,Off-Campus,No,University of MissouriMissouri University of Science and Techn,ENVM,FA21,Voltaiques,Cote D'Ivoire,No,No,Yes
806-04-4661,Female,GRE,315.0,Pass,3.00-3.24,Yes,Off-Campus,No,Southern Arkansas University,MSESHM,SP22,White British,United Kingdom,Yes,No,Yes
790-49-5465,Female,GRE,291.0,Pass,3.00-3.24,Yes,Off-Campus,No,Taylor Business Institute,IELP/MBA,FA21,Chhetri ,Nepal,No,No,Yes
703-51-6849,Female,GRE,304.0,Pass,3.00-3.24,Yes,Off-Campus,Yes,Governors State University,IELP/ENVM,SP22,Voltaiques,Cote D'Ivoire,No,No,Yes
717-04-9321,Female,GRE,305.0,Pass,2.0-2.49,Yes,Off-Campus,No,Wilmington UniversityWilson Graduate Center,MSASA,SP22,Indo-Aryan,Bangladesh,No,No,Yes
610-50-1328,Female,GRE,314.0,Pass,3.25-3.49,Yes,Off-Campus,No,The University of Texas at ArlingtonThe University of Texas at Arlington,IELP ,SM22,Arabs,Morocco,No,Yes,No
287-65-4459,Male,GRE,330.0,Top Half,3.75+,No,College Owned/Operated,No,University of North Carolina at CharlotteUniv. of North Carolina at Charlotte,IELP/EDUC,SP22,Asian,China,Yes,No,Yes
891-76-9274,Male,GRE,290.0,Bottom Half,3.00-3.24,No,Off-Campus,No,PC TECH USA & YOU-RI INC d/b/a New York English AcademyNew York English Academy,IELP ,FA21,Kazakhs,Kazakhstan,Yes,No,Yes
472-96-5276,Male,GRE,312.0,Bottom Half,2.50-2.99,No,Off-Campus,No,Mentora CollegeMentora College,IELP/MBA,FA22,African,Congo,Yes,No,Yes
086-34-5993,Not Disclosed,GRE,307.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,Oklahoma Christian UniversityOklahoma Christian University,MHSI,FA22,Asian,Pakistan,Yes,No,No
744-67-3726,Male,GRE,320.0,Bottom Quarter,2.50-2.99,No,College Owned/Operated,No,University of Mary Hardin-BaylorUniversity of Mary Hardin-Baylor,MSESHM,SM22,Indo-Aryan,Bangladesh,Yes,No,Yes
628-69-0917,Not Disclosed,GRE,313.0,Top Half,2.50-2.99,No,Off-Campus,No,Lewis UniversityLewis University-Main Campus,EDUC,FA21,White British,United Kingdom,Yes,No,Yes
465-91-7345,Male,GRE,302.0,Top Half,3.75+,No,College Owned/Operated,No,Underwood UniversityUnderwood University,EDUC,SM22,Arabs,Saudi Arabia,Yes,No,No
617-68-7190,Male,GRE,314.0,Top Half,3.00-3.24,No,College Owned/Operated,No,American English CollegeAmerican English College,IELP/EDUC,FA21,Asian,Pakistan,Yes,No,Yes
124-19-2774,Female,GRE,330.0,Pass,3.00-3.24,Yes,Off-Campus,No,Trine UniversityTrine University-Phoenix AZ Regional Ctr,ENVM,SP22,Kinh,Vietnam,No,No,Yes
722-26-6001,Female,GRE,321.0,Bottom Quarter,2.50-2.99,No,College Owned/Operated,No,Campus EducationCampus Education/Manhattan,TESOL,SM22,Arabs,Morocco,Yes,No,Yes
582-75-7367,Female,GRE,333.0,Top Quarter,3.50-3.74,No,College Owned/Operated,No,Wayne State CollegeWayne State College,MSASA,FA22,African,Congo,Yes,No,Yes
658-37-0845,Female,GRE,295.0,Pass,2.0-2.49,Yes,Off-Campus,No,University of Mary Hardin-BaylorUniversity of Mary Hardin-Baylor,ENVM,SM22,Arabs,Morocco,No,No,Yes
833-61-6403,Female,GRE,326.0,Pass,2.50-2.99,Yes,Off-Campus,No,Oklahoma City UniversityOklahoma City University,IELP ,FA21,Chhetri ,Nepal,Yes,No,No
541-97-1137,Male,GRE,291.0,Pass,2.50-2.99,Yes,Off-Campus,No,University of the Cumberlands,ENVM,FA21,White British,United Kingdom,Yes,No,Yes
337-25-9410,Female,GRE,311.0,Pass,2.50-2.99,Yes,Off-Campus,No,Park UniversityPark University,TESOL,FA21,Indo-Aryan,Bangladesh,No,No,Yes
600-54-0368,Female,GRE,319.0,Bottom Half,3.25-3.49,Yes,College Owned/Operated,No,Mentora CollegeMentora College,ENVM,SM22,Indo-Aryan,Bangladesh,Yes,No,Yes
506-09-8800,Female,GRE,291.0,Top Half,3.25-3.49,No,Off-Campus,No,ASA CollegeASA College - Manhattan Extension Center,UNDG,FA22,Akan ,Ghana,Yes,No,Yes
641-31-4309,Male,GRE,290.0,Top Half,3.75+,No,Off-Campus,No,University of CincinnatiUniversity of Cincinnati,UG,FA22,White British,United Kingdom,Yes,No,No
425-03-4292,Male,GRE,304.0,Pass,3.25-3.49,Yes,Off-Campus,No,North American UniversityNorth American University,MHSI,SM22,Asian,China,No,No,Yes
859-92-2899,Trans,GRE,318.0,Pass,3.75+,No,Off-Campus,No,Campbellsville UniversityCampbellsville University - Louisville,ENVM,SP22,Indo-Aryan,Bangladesh,No,Yes,No
248-28-8827,Male,GRE,290.0,Top Quarter,2.50-2.99,No,College Owned/Operated,No,University of North AmericaUoNA Main Campus,HINF,SP22,White Irish,Ireland,Yes,No,No
093-81-7116,Female,GRE,321.0,Pass,3.25-3.49,Yes,Off-Campus,No,PC Tech USA & You-Ri INC/ New York English Academy,EDUC,SM22,Asian,China,No,No,Yes
323-39-8768,Female,GRE,293.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Old Dominion UniversityOld Dominion University,IELP/HINF,SM22,Arabs,Jordan,Yes,No,Yes
030-70-1843,Male,GRE,321.0,Pass,2.50-2.99,Yes,Off-Campus,No,Harrisburg University of Science & Technology,IELP/UNDG,SP22,Persians,Iran,No,No,Yes
368-45-6966,Male,GRE,315.0,Pass,3.00-3.24,Yes,Off-Campus,No,New York English Academy,IELP/UNDG,SP22,Kazakhs,Kazakhstan,No,No,Yes
365-20-7449,Female,GRE,316.0,Pass,3.25-3.49,Yes,Off-Campus,No,Language Systems International,IELP ,FA22,African,Congo,No,Yes,No
102-41-1989,Female,GRE,325.0,Pass,2.50-2.99,Yes,Off-Campus,No,St. Cloud State UniversitySt. Cloud State University,ENVM,FA22,Arabs,Morocco,No,No,Yes
911-26-3497,Female,GRE,328.0,Top Quarter,2.50-2.99,No,College Owned/Operated,Yes,transfer out to Manhattan English Center,IELP/HINF,FA22,Asian,Pakistan,Yes,No,Yes
518-22-4793,Male,GRE,298.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Bluedata International InstituteBluedata International Institute,IELP/UNDG,SM22,Chhetri ,Nepal,Yes,No,Yes
928-02-2358,Male,GRE,293.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Campbellsville UniversityCampbellsville University,IELP/ENVM,SM22,Kinh,Vietnam,Yes,No,Yes
390-11-5962,Trans,GRE,294.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Concordia UniversityConcordia University Wisconsin,IELP/ENVM,FA22,Arabs,Saudi Arabia,Yes,No,Yes
150-83-8714,Female,GRE,315.0,Bottom Half,3.50-3.74,No,College Owned/Operated,No,Brookdale Community CollegeBrookdale Community College,IELP/ENVM,FA21,Filipino,Philippines,Yes,No,Yes
324-72-9715,Male,GRE,297.0,Bottom Quarter,2.50-2.99,No,College Owned/Operated,No,Computer Systems InstituteSkokie Campus,IELP,SP22,White Irish,Ireland,Yes,No,Yes
008-33-4196,Male,GRE,318.0,Pass,3.00-3.24,Yes,Off-Campus,No,Campbellsville UniversityCampbellsville University - Louisville,UNDG,SP22,Filipino,Philippines,No,No,Yes
649-05-3459,Male,GRE,291.0,Pass,3.25-3.49,Yes,Off-Campus,No,University of Fairfax,IELP/MSASA,SM22,Akan ,Ghana,No,No,Yes
382-32-6238,Male,GRE,298.0,Pass,2.50-2.99,Yes,Off-Campus,No,"New York General Consulting, Inc.",IELP,FA22,African,Congo,Yes,No,Yes
168-15-8196,Female,GRE,310.0,Pass,3.25-3.49,Yes,Off-Campus,No,Houston Community College SystemSystem Administration Office,IELP/HINF,FA21,Asian,Pakistan,No,Yes,No
621-04-6863,Female,GRE,293.0,Pass,2.50-2.99,Yes,Off-Campus,No,Campbellsville UniversityCampbellsville University - Louisville,MSASA,FA22,White British,United Kingdom,No,No,Yes
908-99-7727,Female,GRE,300.0,Pass,2.0-2.49,Yes,Off-Campus,No,International Language Academy of Washington D.C.International Language Academy,IELP/UNDG,SP22,White Irish,Ireland,No,No,Yes
374-79-2797,Male,GRE,333.0,Pass,3.00-3.24,Yes,Off-Campus,No,University of South CarolinaUniversity of South Carolina-Columbia,IELP/MBA,SP22,Filipino,Philippines,No,No,Yes
259-27-3648,Female,GRE,315.0,Pass,1.0-1.99,Yes,Off-Campus,No,Rivier UniversityRivier University,HINF,FA22,African,Congo,No,Yes,No
137-65-3696,Female,GRE,333.0,Top 10,3.00-3.24,No,Off-Campus,No,Roosevelt UniversityChicago,IELP/TESOL,SM22,Kinh,Vietnam,Yes,No,No
596-77-1850,Male,GRE,314.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Southern Arkansas UniversitySouthern Arkansas University,MBA,FA21,Persians,Iran,Yes,No,Yes
362-90-1277,Male,GRE,331.0,Top Quarter,3.00-3.24,No,College Owned/Operated,No,American English Language Institute,IELP/MBA,SM22,Akan ,Ghana,Yes,No,Yes
606-54-1991,Male,GRE,308.0,Top 10,3.00-3.24,No,College Owned/Operated,No,Trine UniversityTrine University-Phoenix AZ Regional Ctr,EDUC,SM22,Persians,Iran,Yes,No,Yes
298-11-2275,Male,GRE,328.0,Pass,3.25-3.49,Yes,Off-Campus,No,Excel English InstituteExcel English Institute,IELP/EDUC,FA21,Persians,Iran,Yes,No,Yes
437-89-2948,Female,GRE,328.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Governors State University,EDUC,SM22,Voltaiques,Cote D'Ivoire,Yes,No,Yes
150-01-4585,Female,GRE,299.0,Top Half,3.75+,No,Off-Campus,No,"Saint Leo University, Inc.",HINF,FA21,Persians,Iran,Yes,No,Yes
100-17-9118,Female,GRE,328.0,Top Quarter,3.75+,No,Off-Campus,No,University of the PotomacUniversity of the Potomac,MSASA,FA22,White British,United Kingdom,Yes,No,Yes
